1|4129|'CANADA'|153381.11|'FURNITURE'|3|'es use furiously across the carefully pending sauter'|1|'hs use ironic, even requests. s'|'y unusual platelets among the final instructions integrate rut'|'O'|0|3|4129|'Clerk#000000483'|'AMERICA'|'5-LOW'|'13-600-677-6821'|'eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold'|'Customer#000004129'|' yPIhHUs0ouXIAusyv434FaRgIvFD0rwEKRu,0'|3509.32|192|1997-11-25
1|2713|'ARGENTINA'|313983.77|'AUTOMOBILE'|1|'ial theodolites. fluffily even instructions affix. express platel'|1|'hs use ironic, even requests. s'|'grouches use. furiously bold accounts maintain. bold, regular deposits'|'O'|0|1|2713|'Clerk#000000545'|'AMERICA'|'3-MEDIUM'|'11-229-835-4209'|'al foxes promise slyly according to the regular accounts. bold requests alon'|'Customer#000002713'|'XMC,CkiFCPRFJhrA,ORclxUferDraM1HjuFteb'|34.94|484|1997-01-03
1|3437|'PERU'|153725.52|'HOUSEHOLD'|17|'somas haggle quickly. furiously regular requ'|1|'hs use ironic, even requests. s'|' requests. even requests use slyly. blithely ironic '|'O'|0|17|3437|'Clerk#000000239'|'AMERICA'|'4-NOT SPECIFIED'|'27-680-577-8463'|'platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun'|'Customer#000003437'|'aZzshBkmFzJ9Sb6ron0lg2dXik'|7941.29|581|1997-02-23
1|2357|'UNITED STATES'|179879.31|'HOUSEHOLD'|24|'old packages. blithely ironic requests abou'|1|'hs use ironic, even requests. s'|'efully express requests. a'|'O'|0|24|2357|'Clerk#000000792'|'AMERICA'|'3-MEDIUM'|'34-456-188-8169'|'y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be'|'Customer#000002357'|'UZV3OUcnRaIvT6a L9ulpzHkx0TZ,'|-75.6|583|1997-03-19
1|6731|'BRAZIL'|69434.01|'MACHINERY'|2|' foxes. carefully final asymptotes print excuses. furiously ironic waters engage. c'|1|'hs use ironic, even requests. s'|'ar sheaves are slowly. slyly even attainments boost theodolites. furiously'|'O'|0|2|6731|'Clerk#000000245'|'AMERICA'|'2-HIGH'|'12-283-284-3677'|'y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special '|'Customer#000006731'|'HpEXXgDmsqIPyVb FXeWbadti'|7639.55|869|1997-01-12
1|5435|'ARGENTINA'|32673.39|'FURNITURE'|1|'ructions after the slyly final theodolites sleep even packages. blithel'|1|'hs use ironic, even requests. s'|'ly express depths. furiously final requests haggle furiously. carefu'|'O'|0|1|5435|'Clerk#000000651'|'AMERICA'|'2-HIGH'|'11-572-786-2059'|'al foxes promise slyly according to the regular accounts. bold requests alon'|'Customer#000005435'|'e,qefuhehk 3cWRlgWqMBpVZ'|3556.76|997|1997-05-19
1|6952|'ARGENTINA'|183069.44|'HOUSEHOLD'|1|'ckages play pending ideas. pending dependencies wake blithely along the unusual accounts. eve'|1|'hs use ironic, even requests. s'|'lly special requests. slyly pending platelets are quickly pending requ'|'O'|0|1|6952|'Clerk#000000319'|'AMERICA'|'3-MEDIUM'|'11-964-186-1638'|'al foxes promise slyly according to the regular accounts. bold requests alon'|'Customer#000006952'|'tedolX6bU7a07kS,HSV1Kh2VartW'|9600.3|1120|1997-11-07
1|5977|'ARGENTINA'|197004.37|'FURNITURE'|1|' fluffily. fluffily final accounts haggle furiously. theodolites integr'|1|'hs use ironic, even requests. s'|'uffily carefully final theodolites. furiously express packages affix'|'O'|0|1|5977|'Clerk#000000083'|'AMERICA'|'1-URGENT'|'11-163-446-6285'|'al foxes promise slyly according to the regular accounts. bold requests alon'|'Customer#000005977'|'bzH2bLI41MxU9YgBDtNGIEe4hQ4BzIukYz'|5533.77|1122|1997-01-10
1|2014|'BRAZIL'|200955.67|'BUILDING'|2|'ing requests integrate about the quickly even ideas. fluffily iron'|1|'hs use ironic, even requests. s'|'he furiously even foxes use carefully express req'|'O'|0|2|2014|'Clerk#000000977'|'AMERICA'|'5-LOW'|'12-508-570-5979'|'y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special '|'Customer#000002014'|'9h6q AmXz1tebZ5DFZQal1FrA0T,S1g'|2183.31|1347|1997-06-20
1|4657|'CANADA'|7560.32|'MACHINERY'|3|'rts wake slyly final pinto beans. fluffily fi'|1|'hs use ironic, even requests. s'|'ges are! furiously final deposits cajole iron'|'O'|0|3|4657|'Clerk#000000117'|'AMERICA'|'3-MEDIUM'|'13-193-651-4217'|'eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold'|'Customer#000004657'|'T,pOFEvkLxX90modqL2VI,'|5226.19|1536|1997-01-26
1|3932|'BRAZIL'|236546.25|'FURNITURE'|2|'lyly thin, enticing accounts. careful, regular pinto beans against the carefully unusual theodolites haggle bl'|1|'hs use ironic, even requests. s'|'ding requests. slyly ironic courts wake quickl'|'O'|0|2|3932|'Clerk#000000457'|'AMERICA'|'3-MEDIUM'|'12-730-321-5019'|'y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special '|'Customer#000003932'|' 02ak0kwlmeOwoE9OEd b4NrYtvATaq8zY'|8300.91|1636|1997-06-17
1|229|'ARGENTINA'|196340.0|'BUILDING'|1|'bold accounts haggle furiously even deposits. regular instruct'|1|'hs use ironic, even requests. s'|'e accounts. slyly express accounts must are a'|'O'|0|1|229|'Clerk#000000103'|'AMERICA'|'2-HIGH'|'11-243-298-4029'|'al foxes promise slyly according to the regular accounts. bold requests alon'|'Customer#000000229'|'Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG'|7568.07|1667|1997-10-10
1|7072|'BRAZIL'|194582.72|'MACHINERY'|2|'nusual sentiments wake furiously regular pinto beans. quickly unusual accounts according to'|1|'hs use ironic, even requests. s'|'eodolites. carefully dogged dolphins haggle q'|'O'|0|2|7072|'Clerk#000000148'|'AMERICA'|'4-NOT SPECIFIED'|'12-680-261-1512'|'y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special '|'Customer#000007072'|'bjG qDtPBl'|-808.33|1668|1997-07-12
1|92|'BRAZIL'|45359.82|'MACHINERY'|2|'. pinto beans hang slyly final deposits. ac'|1|'hs use ironic, even requests. s'|'er ironic requests detect furiously blithely sp'|'O'|0|2|92|'Clerk#000000663'|'AMERICA'|'3-MEDIUM'|'12-446-416-8471'|'y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special '|'Customer#000000092'|'obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,'|1182.91|1669|1997-06-09
